Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,AID Contribution ('000 US$),Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs (000 US$),"Reconstruction Costs, Adjusted (000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages (000 US$),"Total Damages, Adjusted (000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2020-0581-CHN,2020,0581,,Natural,Hydrological,Flood,,,,China,CHN,Eastern Asia,Asia,,,,,,,,,,Km2,,,,,2020,8,,2020,8,,92,,,,,,,300000,339230,4800000,5427676,88.43564081,1,900;911;924,,"Chongqing Shi, Hubei Sheng, Sichuan Sheng (Adm1)."
2020-0576-CMR,2020,0576,,Technological,Technological,Transport accident,Road,,,Cameroon,CMR,Middle Africa,Africa,Ndikinimeki,,,,,,,,,,,,,,2020,12,27,2020,12,27,37,19,,,19,,,,,,,88.43564081,,,,
2020-0592-CMR,2020,0592,FL-2020-000195,Natural,Hydrological,Flood,,,,Cameroon,CMR,Middle Africa,Africa,"Mayo-Danay, Mayo-Kani (Far North Region)",Heavy rains,,,,,,,,Km2,,,,,2020,9,11,2020,9,12,,,26402,,26402,,,,,,,88.43564081,2,,12483;12484,"Mayo-Danay, Mayo-Kani (Adm2)."
2020-0509-COG,2020,0509,,Natural,Hydrological,Flood,,,,Congo (the),COG,Middle Africa,Africa,Likouala region,Hevay rains,,,,,Yes,,,Km2,,,,,2020,11,2,2020,11,2,,,66000,,66000,,,,,,,88.43564081,1,975,,Likouala (Adm1).
2020-0474-COL,2020,0474,TC-2020-000218,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Eta',Colombia,COL,South America,Americas,"Magdalena, Bolivar, Atlantico",,,,,,,,,Kph,,,,,2020,11,2,2020,11,4,,,49800,,49800,,,,,25000,28269,88.43564081,1,937;938;953,,"Atlantico, Bolivar, Magdalena (Adm1)."
2020-0344-COL,2020,0344,,Technological,Technological,Transport accident,Air,,Helicopter,Colombia,COL,South America,Americas,Between Guaviare and Vaupès,,,,,,,,,,,,,,2020,7,21,2020,7,21,11,6,,,6,,,,,,,88.43564081,,,,
2020-0137-COL,2020,0137,,Technological,Technological,Industrial accident,Explosion,,Coal mine,Colombia,COL,South America,Americas,Cucunuba,,,,,,,,,m3,,,,,2020,4,4,2020,4,4,11,4,,,4,,,,,,,88.43564081,,,,
2020-0346-COL,2020,0346,,Technological,Technological,Miscellaneous accident,Explosion,,Oil tank truck,Colombia,COL,South America,Americas,Magdalena department,,,,,,,,,,,,,,2020,7,6,2020,7,6,41,,,,,,,,,,,88.43564081,,,,
2020-0317-COL,2020,0317,,Natural,Hydrological,Flood,,,,Colombia,COL,South America,Americas,"Antioquia, Meta, Putumayo, Tolima, Choco, Caldas departments",Heavy rains,,,,,,,,Km2,,,,,2020,7,1,2020,7,15,11,,30000,,30000,,,,,10000,11308,88.43564081,1,935;941;946;954;957;963,,"Antioquia, Caldas, Choco, Meta, Putumayo, Tolima (Adm1)."
2020-0474-CRI,2020,0474,TC-2020-000218,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Eta',Costa Rica,CRI,Central America,Americas,"Nandayure, Hojancha of Guanacaste, Corredores,Coto Brus, San José, Alajuela, Heredia, Cartago, Puntarenas, Guanacaste, Limón",,,,,,Yes,,,Kph,,,,,2020,11,3,2020,11,4,,,25000,,25000,,,,,,,88.43564081,1,981;982;983;984;985;986;987,,"Alajuela, Cartago, Guanacaste, Heredia, Limon, Puntarenas, San Jose (Adm1)."
2020-0312-CUB,2020,0312,,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Isaias',Cuba,CUB,Caribbean,Americas,Baracoa,,,,,,,,,Kph,,,,,2020,7,31,2020,8,2,,,500,,500,,,,,,,88.43564081,2,,14628,Baracoa (Adm2).
2020-0051-CZE,2020,0051,,Natural,Meteorological,Storm,Extra-tropical storm,,Storm 'Ciara' (Sabine),Czech Republic (the),CZE,Eastern Europe,Europe,"Prague; Vyso?ina (Centre), Plze? (Bohême de l’Ouest)",,,,,,,,,Kph,,,,,2020,2,7,2020,2,8,1,5,,,5,,,,,,,88.43564081,1,1031;1032;1036;1037,,"Jihomoravsky, Praha, Vychodocesky, Zapadocesky (Adm1)."
2020-0334-CZE,2020,0334,,Technological,Technological,Miscellaneous accident,Fire,,Building,Czech Republic (the),CZE,Eastern Europe,Europe,Bohumin,,,,,,,,,,,,,,2020,8,8,2020,8,8,11,,,,,,,,,,,88.43564081,,,,
2020-0051-DEU,2020,0051,,Natural,Meteorological,Storm,Extra-tropical storm,,Storm 'Ciara' (Sabine),Germany,DEU,Western Europe,Europe,"Kiel, Kölln, Frankfurt, Sarrebruck, Paderborn",,,,,,,,,Kph,,,,,2020,2,9,2020,2,9,,33,,,33,,,,,,,88.43564081,1;2,1319;1322,16541;16550;16552,"Saarland, Schleswig-Holstein (Adm1). Darmstadt, Detmold, Koeln (Adm2)."
2020-0150-DJI,2020,0150,,Natural,Hydrological,Flood,,,,Djibouti,DJI,Eastern Africa,Africa,Djibouti city and the south suburb of Balbala,Torrential rains,,,,,,,10322,Km2,11.685,42.68,,,2020,4,20,2020,4,26,8,,110000,,110000,,,,,,,88.43564081,2,,15276,Djibouti (Adm2).
2020-0312-DOM,2020,0312,,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Isaias',Dominican Republic (the),DOM,Caribbean,Americas,"Duarte, Hato Mayor, El Seibo, Monte Plata, María Trinidad Sánchez, Samaná, San Cristóbal and San Pedro de Macorís departments",,,,,,,,,Kph,,,,,2020,7,31,2020,8,2,2,,5595,,5595,,,,,165000,186576,88.43564081,1,1113;1114;1121;1127;1128;1130;36854;36856,,"Duarte, El Seibo, Hato Mayor, Maria Trinidad Sanches, Monte Plata, Samana, San Cristobal, San Pedro de Macoris (Adm1)."
2020-0376-DOM,2020,0376,,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Laura',Dominican Republic (the),DOM,Caribbean,Americas,,,,,,,,,,Kph,,,,,2020,8,26,2020,8,27,4,,10000,,10000,,,,,,,88.43564081,1,1108;1109;1110;1111;1112;1113;1114;1115;1116;1117;1118;1119;1120;1121;1122;1123;1124;1125;1126;1127;1128;1129;1130;1131;1132;1133;1134;36854;36855;36856;36857;36858,,"Azua, Baoruco, Barahona, Dajabon, Distrito Nacional, Duarte, El Seibo, Elias Pina, Espaillat, Hato Mayor, Independencia, La Altagracia, La Romana, La Vega, Maria Trinidad Sanches, Monsenor Nouel, Monte Cristi, Monte Plata, Pedernales, Peravia, Puerto Plata, Salcedo, Samana, San Cristobal, San José de Ocoa, San Juan, San Pedro de Macoris, Sanchez Ramirez, Santiago, Santiago Rodriguez, Santo Domingo, Valverde (Adm1)."
2020-0579-DZA,2020,0579,EQ-2020-000188,Natural,Geophysical,Earthquake,Ground movement,,,Algeria,DZA,Northern Africa,Africa,Mila province,,,,,,Yes,,5,Richter,,,07:15,,2020,8,7,2020,8,7,,,15000,,15000,,,,,,,88.43564081,1,368,,Mila (Adm1).
2020-0028-DZA,2020,0028,,Technological,Technological,Transport accident,Road,,,Algeria,DZA,Northern Africa,Africa,Astill (Biskra province),,,,,,,,,,,,,,2020,1,19,2020,1,19,12,46,,,46,,,,,,,88.43564081,,,,
2020-0570-DZA,2020,0570,,Technological,Technological,Transport accident,Road,,Migrants,Algeria,DZA,Northern Africa,Africa,Aïn M'guel (near Tamanrasset),,,,,,,,,,,,,,2020,12,31,2020,12,31,19,,,,,,,,,,,88.43564081,,,,
2020-0479-ECU,2020,0479,VO-2020-000205,Natural,Geophysical,Volcanic activity,Ash fall,,Sangay,Ecuador,ECU,South America,Americas,"Chimborazo, Bolivar, Guayas, Los Ríos, Santa Elena, Manabí",,,,,,,,,,,,,,2020,9,20,2020,9,20,,,18685,,18685,,,,,,,88.43564081,1,1136;1139;1147;1148;22005;22007,,"Bolivar, Chimborazo, Guayas, Los Rios, Manabi, Santa Elena (Adm1)."
2021-0069-CHL,2021,0069,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Chile,CHL,South America,Americas,"Santiago Metropolitan, O’Higgins, Valparaíso, Maule, Araucanía, and Bío Bío Regions",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2021,1,29,2021,2,2,,,521,,521,,,,,175000,189005,92.59019293,1;2,884;887;889;892;149630,12971,"Araucania, Biobio, Libertador Gral. Bernardo O'Higgins, Maule, Valparaiso (Adm1). Santiago (Adm2)."
2021-0351-CZE,2021,0351,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Czech Republic (the),CZE,Eastern Europe,Europe,"Hodonin, Mikulcice, Moravska Nova Ves, Hrusky, Breclav, Tvrdonice, Luzice (South Moravian Region)",,Lightening,Hail,,,,,,Kph,,,,,2021,6,24,2021,6,25,6,213,3600,,3813,,,,,701000,757100,92.59019293,2,,14821;14824,"Breclav, Hodonin (Adm2)."
2021-0248-CHN,2021,0248,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,China,CHN,Eastern Asia,Asia,Nantong (near Shangai); Jiangsu province,,Transport accident,Lightening,,,,,,Kph,,,,,2021,4,30,2021,5,1,11,66,13600,,13666,,,,,2500,2700,92.59019293,2,,13149,Nantong (Adm2).
2021-0411-AUT,2021,0411,,Natural,Hydrological,Flood,,,,Austria,AUT,Western Europe,Europe,"Vienna, Lower Austria, Salzburg, Styria, Tyrol, Vorarlberg",Torrential rainfall caused by a slow-moving area of low pressure – named “Bernd”,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,Salzach River and its tributaries,2021,7,17,2021,7,18,1,,,,,,,,,,,92.59019293,1,480;482;483;484;485;486,,"Niederosterreich, Salzburg, Steiermark, Tirol, Vorarlberg, Wien (Adm1)."
2021-0455-BGD,2021,0455,,Natural,Hydrological,Flood,,,,Bangladesh,BGD,Southern Asia,Asia,Cox’s Bazar,Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2021,7,27,2021,8,3,21,,268744,,268744,,,,,,,92.59019293,2,,5772,Cox's Bazar (Adm2).
2021-0725-BIH,2021,0725,FF-2021-000189,Natural,Hydrological,Flood,Flash flood,,,Bosnia and Herzegovina,BIH,Southern Europe,Europe,"Ilidza, Trnovo, East Ilidza, Trnovo (FBIH), Stari Grad, Konjic, Jablanica, Novi Grad, Kiseljak, Goražde, Pale (FBIH), Pale, Fo?a, Sokolac, Gacko, Fo?a (FBIH), Novo Sarajevo, Zenica or Doboj",Heavy rain and river overflow,"Slide (land, mud, snow, rock)",,,,Yes,,,Km2,,,,"Bosnia, Tilava, and Zeljeznica Rivers",2021,11,4,2021,11,5,,,250000,,250000,,,,,,,92.59019293,2,,6242;6245;6250;6258;6268;6269;6271;6275;6282;6294;6298;6306;6309;6316,"Bosanski Novi, Foca, Gacko, Gorazde, Ilidza, Konjic, Neretvljanski, Novo Sarajevo, Pale, Sokolac, Srednjebosanski, Stari Grad, Trnovo, Zenicko-dobojski (Adm2)."
2021-0332-BRA,2021,0332,,Natural,Hydrological,Flood,Flash flood,,,Brazil,BRA,South America,Americas,Santa Catarina State,Heavy rains,"Slide (land, mud, snow, rock)",,,,Yes,,,Km2,,,,,2021,6,8,2021,6,9,2,,2400,,2400,,,,,13000,14040,92.59019293,1,688,,Santa Catarina (Adm1).
2021-0040-BRA,2021,0040,,Natural,Hydrological,Flood,,,,Brazil,BRA,South America,Americas,Florianópolis City (Santa Caterina State),Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2021,1,21,2021,1,24,2,2,105,,107,,,,,37000,39961,92.59019293,2,,10773,Florianopolis (Adm2).
2021-0087-BRA,2021,0087,,Natural,Hydrological,Flood,,,,Brazil,BRA,South America,Americas,Santa Maria de Itabira Municipality (central Minas Gerais state); Cruzeiro do Sul Municipality (Acre state),Heavy rains,"Slide (land, mud, snow, rock)",,,,Yes,,,Km2,,,,,2021,2,10,2021,2,22,6,,100000,,100000,,,,,36000,38881,92.59019293,2,,6338;8547,"Cruzeiro Do Sul, Santa Maria De Itabira (Adm2)."
2021-0308-BTN,2021,0308,,Natural,Hydrological,Flood,Flash flood,,,Bhutan,BTN,Southern Asia,Asia,Laya Town (Gasa District); Thimphou region,Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2021,6,16,2021,6,17,10,,,,,,,,,,,92.59019293,1,625;635,,"Gasa, Thimphu (Adm1)."
2021-0741-CAN,2021,0741,,Natural,Hydrological,Flood,,,,Canada,CAN,Northern America,Americas,"Fraser Valley, Okanagan-Similkameen, Thompson-Nicola,Vancouver (British Columbia)",Heavy rains,"Slide (land, mud, snow, rock)",,,,Yes,,,Km2,,,,,2021,11,13,2021,11,16,4,,15000,,15000,,,,,2000000,2160056,92.59019293,2,,12550;12552;12559;12566,"Fraser Valley, Greater Vancouver, Okanagan-Similkameen, Thompson-Nicola (Adm2)."
2021-0392-CHL,2021,0392,,Natural,Hydrological,Flood,,,,Chile,CHL,South America,Americas,"Bio Bío, Araucania, Los Ríos, and Los Lagos region",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2021,6,1,2021,6,2,,10,600,,610,,,,,,,92.59019293,1,884;887;91501;91504,,"Araucania, Biobio, Los Lagos, Los Rios (Adm1)."
2021-0507-CHN,2021,0507,,Natural,Hydrological,Flood,,,,China,CHN,Eastern Asia,Asia,"Xiangyang, Suizhou, Xiaogan, Liulin, Yicheng (Hubei province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2021,8,12,2021,8,13,21,,286100,,286100,,,,,,,92.59019293,2,,13119;13120;13121;13124;13129,"Shennongjia, Shiyan, Xiangfan, Xiaogan, Yichang (Adm2)."
2021-0182-COL,2021,0182,,Natural,Hydrological,Flood,,,,Colombia,COL,South America,Americas,"Florencia City (Caquetá Department); Quípama Town (Boyacá Department), Bogotá",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2021,4,1,2021,4,5,3,5,360,,365,,,,,,,92.59019293,2,,13608;13691;13914,"Florencia, Quipama, Santafe De Bogota D.c. (Adm2)."
2021-0214-COL,2021,0214,,Natural,Hydrological,Flood,,,,Colombia,COL,South America,Americas,El Tablon de Medina (Cundinamarca department); Villavicencio City (Meta Department),Heavy rains,"Slide (land, mud, snow, rock)",,,,Yes,,,Km2,,,,,2021,4,14,2021,4,14,,,1000,,1000,,,,,,,92.59019293,2,,13891;14058,"Medina, Villavicencio (Adm2)."
2021-0340-COL,2021,0340,,Natural,Hydrological,Flood,,,,Colombia,COL,South America,Americas,"San Luis, El Retiro, San Francisco, Campamento, Cocorná, Cisneros, Santo Domingo and Liborina Municipalities (Antioquia Department)",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2021,6,4,2021,6,4,5,,150,,150,,,,,,,92.59019293,2,,13367;13376;13377;13405;13424;13431;13435;13443,"Campamento, Cisneros, Cocorna, Liborina, Retiro, San Francisco, San Luis, Santo Domingo (Adm2)."
2021-0638-COL,2021,0638,,Natural,Hydrological,Flood,,,,Colombia,COL,South America,Americas,"Antioquia, Norte de Santander, Bolívar, Cauca, Tolima, Córdoba, Madgalena, Sucre, Meta, Cundinamarca, Risaralda, Santanderes, Caldas departments",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2021,9,15,2021,10,22,12,17,23700,,23717,,,,,,,92.59019293,1,935;938;941;944;947;948;953;954;956;959;961;962;963,,"Antioquia, Bolivar, Caldas, Cauca, Cordoba, Cundinamarca, Magdalena, Meta, Norte De Santander, Risaralda, Santander, Sucre, Tolima (Adm1)."
2021-0693-COL,2021,0693,,Natural,Hydrological,Flood,,,,Colombia,COL,South America,Americas,"Antioquia, Meta and Putumayo Departments",Heavy rains; La Nina,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2021,10,26,2021,10,29,2,,850,,850,,,,,,,92.59019293,1,935;954;957,,"Antioquia, Meta, Putumayo (Adm1)."
2021-0373-CUB,2021,0373,,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Elsa',Cuba,CUB,Caribbean,Americas,"Matanzas, Granma Provinces",,"Slide (land, mud, snow, rock)",,,,,,100,Kph,,,,,2021,7,2,2021,7,3,,,,,,,,,,,,92.59019293,1,1013;1019,,"Granma, Matanzas (Adm1)."
2021-0411-DEU,2021,0411,,Natural,Hydrological,Flood,,,,Germany,DEU,Western Europe,Europe,"Berchtesgaden (Bavaria); Heilbronn (Baden-Württemberg); Saxony, Saxony-Anhalt; Ahrweiler, Euskirchen, Rhein-Sieg, Heinsberg, Köln (Rheinland-Pfalz); Märkischer Kreis, Düsseldorf, Solingen, Unna, Rhein-Erf (Nordrhein-Westfalen); Hessen, Thüringen,",Torrential rainfall caused by a slow-moving area of low pressure – named “Bernd”,"Slide (land, mud, snow, rock)",,,,,,8489,Km2,,,,"Ahr, Volme, Dhünn, Moselle, Inde, Kyll, Jagst rivers",2021,7,12,2021,7,15,197,1000,,,1000,,,9700000,10476272,40000000,43201120,92.59019293,1,1308;1309;1314;1317;1318;1320;1321;1323,,"Baden-Wuerttemberg, Bayern, Hessen, Nordrhein-Westfalen, Rheinland-Pfalz, Sachsen, Sachsen-Anhalt, Thueringen (Adm1)."
2021-0701-BEN,2021,0701,FL-2021-000145,Natural,Hydrological,Flood,,,,Benin,BEN,Western Africa,Africa,"Karimama, Malanville, Zangnanado, Zogbodomey, Ouinhi, Aguégués, Dangbo, Athiémé, Grand-Popo, Zè",Heavy rains,Broken Dam/Burst bank,,,,,,,Km2,,,,"Mono, Ouémé and Niger rivers",2021,9,15,2021,10,26,13,,35850,,35850,,,,,,,92.59019293,2,,5864;5865;5883;5909;5912;5917;5921;5934;5936;5937,"Aguegue, Athieme, Dangbo, Grand-popo, Karimama, Malanville, Ouinhi, Zangnanado, Ze, Zogbodome (Adm2)."
2021-0027-BOL,2021,0027,,Natural,Hydrological,Flood,Flash flood,,,Bolivia (Plurinational State of),BOL,South America,Americas,Sucre City (Chuquisaca Department),Heavy rains,Hail,,,,,,,Km2,,,,,2021,1,4,2021,1,4,10,7,,,7,,,,,,,92.59019293,2,,40458,Oropeza (Adm2).
2021-0363-CHE,2021,0363,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Switzerland,CHE,Western Europe,Europe,"Lucerne, Fibourg, Zug counties",,Hail,,,,,,,Kph,,,,,2021,6,28,2021,6,29,,5,,,5,,,324000,349929,,,92.59019293,1,2813;2818;2831,,"Fribourg, Luzern, Zug (Adm1)."
2021-0411-CZE,2021,0411,,Natural,Hydrological,Flood,,,,Czech Republic (the),CZE,Eastern Europe,Europe,"St?edo?eský, Plze?ský, Karlovarský, Ústecký, Prague, Liberecký, Decín",Torrential rainfall caused by a slow-moving area of low pressure – named “Bernd”,Hail,,,,,,,Km2,,,,,2021,7,13,2021,7,17,,,,,,,,,,,,92.59019293,1;2,1032;1035,14838;14840;14845;14883;14884;14885,"Praha, Stredocesky (Adm1). Decin, Liberec, Plzen-jih, Plzen-mesto, Plzen-sever, Usti nad Labem (Adm2)."
2021-0202-BRA,2021,0202,,Natural,Hydrological,Flood,Flash flood,,,Brazil,BRA,South America,Americas,Santa Catarina (southern Brazil) and Pará (northern Brazil),,Storm,,,,Yes,,,Km2,,,,,2021,3,26,2021,3,26,1,3,240,,243,,,,,,,92.59019293,1,678;688,,"Para, Santa Catarina (Adm1)."
2021-0655-CHN,2021,0655,,Natural,Meteorological,Storm,Convective storm,Severe storm,,China,CHN,Eastern Asia,Asia,"Puxian County, Lyuliang City (Shanxi Province); Shaanxi Province",,Storm,,,,,,,Kph,,,,,2021,10,2,2021,10,5,5,,,459,459,,,,,,,92.59019293,1,920;923,,"Shaanxi Sheng, Shanxi Sheng (Adm1)."
2021-0505-BGR,2021,0505,,Natural,Climatological,Wildfire,,,,Bulgaria,BGR,Eastern Europe,Europe,"Pernik, Plovdiv and Kyustendil districts",,Heat wave,,,,,,,Km2,,,,,2021,8,2,2021,8,4,,,500,,500,,,,,,,92.59019293,1,709;713;715,,"Kustendil, Pernik, Plovdiv (Adm1)."
2021-0367-CAN,2021,0367,,Natural,Climatological,Wildfire,,,,Canada,CAN,Northern America,Americas,Lytton (British Columbia),,Heat wave,,,,,,,Km2,,,,,2021,6,30,2021,7,2,2,,250,,250,,,,,80912,87387,92.59019293,1,826,,British Columbia / Colombie-Britannique (Adm1).
2021-0370-CYP,2021,0370,,Natural,Climatological,Wildfire,Forest fire,,,Cyprus,CYP,Western Asia,Asia,Arakapas ( Limassol District),,Heat wave,,,,,,,Km2,,,,,2021,7,3,2021,7,5,4,,150,,150,,,,,47000,50761,92.59019293,1,1027,,Limassol (Adm1).
2021-0480-DZA,2021,0480,WF-2021-000115,Natural,Climatological,Wildfire,,,,Algeria,DZA,Northern Africa,Africa,"Tizi-Ouzou, Bouira, Sétif, Khenchela, Guelma, Bejaïa, Bordj Bou Arreridj, Boumerdès, Tiaret, Medea, Tébessa,Annaba, Souk Ahras, Ain Defla, Jijel, Batna, Blida and Skikda prefectures (Kabylia region)",,Heat wave,,,Yes,,,,Km2,,,,,2021,8,9,2021,8,16,90,3,42500,,42503,,,,,,,92.59019293,1,342;345;346;348;350;351;352;353;361;363;364;367;377;379;380;382;384;387,,"Ain-Defla, Annaba, Batna, Bejaia, Blida, Bordj Bou Arrer, Bouira, Boumerdes, Guelma, Jijel, Khenchela, Medea, Setif, Skikda, Souk-Ahras, Tebessa, Tiaret, Tizi Ouzou (Adm1)."
2021-0369-CAN,2021,0369,,Natural,Meteorological,Extreme temperature,Heat wave,,,Canada,CAN,Northern America,Americas,British Columbia,,Wildfire,,,,,,50,°C,,,,,2021,6,26,2021,7,,815,,,,,,,,,,,92.59019293,1,826,,British Columbia / Colombie-Britannique (Adm1).
2021-0222-COL,2021,0222,,Technological,Technological,Industrial accident,Other,,,Colombia,COL,South America,Americas,Neira,,Flood,,,,,,,m3,,,,,2021,3,26,2021,3,26,11,,,,,,,,,,,92.59019293,,,,
2021-0363-DEU,2021,0363,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Germany,DEU,Western Europe,Europe,"Bade-Wurtemberg, Bavière, Rhénanie-Palatinat, Rhénanie du Nord-Westphalie",,Flood,,,,,,100,Kph,,,,,2021,6,28,2021,6,29,,,600,,600,,,,,,,92.59019293,1,1308;1309;1317;1318,,"Baden-Wuerttemberg, Bayern, Nordrhein-Westfalen, Rheinland-Pfalz (Adm1)."
2021-9116-AFG,2021,9116,DR-2021-000022,Natural,Climatological,Drought,Drought,,,Afghanistan,AFG,Southern Asia,Asia,"Badghis, Badakhshan, Baghlan, Balkh, Takhar, Jawzjan, Sar-i-Pul, Samangan, Faryab, Kunduz, Herat","Low rain- and snowfall, La nina",Food shortage,,,,Yes,,,Km2,,,,,2021,1,,2023,5,,,,11000000,,11000000,,,,,,,92.59019293,1,272;273;274;275;278;282;283;289;298;299;300,,"Badakhshan, Badghis, Baghlan, Balkh, Faryab, Hirat, Jawzjan, Kunduz, Samangan, Sar-e-Pul, Takhar (Adm1)."
2021-0077-CHE,2021,0077,,Natural,Hydrological,Landslide,Avalanche,,,Switzerland,CHE,Western Europe,Europe,Swiss Alps. Part of canton Valais was placed under the avalanche danger level 5.,,Snow/ice,,,,,,,,,,,,2021,1,13,2021,1,31,17,,,,,,,,,,,92.59019293,1,2829,,Valais (Adm1).
2021-0158-CHN,2021,0158,ST-2021-000024,Natural,Meteorological,Storm,Convective storm,Sand/Dust storm,,China,CHN,Eastern Asia,Asia,"Inner Mongolia, northern Ningxia, northern Shaanxi and northern Shanxi",,Snow/ice,,,,,,,Kph,,,,,2021,3,14,2021,3,16,,,,,,,,,,,,92.59019293,1,917;918;920;923,,"Nei Mongol Zizhiqu, Ningxia Huizu Zizhiqu, Shaanxi Sheng, Shanxi Sheng (Adm1)."
2021-0436-BEL,2021,0436,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Belgium,BEL,Western Europe,Europe,"Dinant, Namur",Heavy rains,Lightening,,,,,,,Kph,,,,,2021,7,24,2021,7,25,,,,,,,,,,,,92.59019293,2,,5853,Namur (Adm2).
2021-0700-DZA,2021,0700,,Natural,Hydrological,Flood,,,,Algeria,DZA,Northern Africa,Africa,"Algiers, Boumerdes, Chlef, Oran, Tizi Ouzou Provinces",Heavy rains,Lightening,,,,,,,Km2,,,,,2021,10,23,2021,10,26,3,,402,18,420,,,,,,,92.59019293,1,344;353;354;372;387,,"Alger, Boumerdes, Chlef, Oran, Tizi Ouzou (Adm1)."
2021-0263-AFG,2021,0263,FL-2021-000050,Natural,Hydrological,Flood,Flash flood,,,Afghanistan,AFG,Southern Asia,Asia,"Herat, Ghor, Wardak, Baghlan, Samangan, Saripul, Farah, Badakhshan, Bamyan, Herat, Panjshir, Takhar, Wardak, Kunar, Kabul, Parwan, Kapisa, Kunduz provinces",Heavy rains,,,,,,,,Km2,,,,,2021,5,2,2021,5,6,116,33,30800,,30833,,,,,,,92.59019293,1;2,272;274;276;277;280;284;286;288;289;298;299;300;302;99879;99880,3561,"Badakhshan, Baghlan, Bamyan, Farah, Ghor, Kabul, Kapisa, Kunar, Kunduz, Panjsher, Parwan, Samangan, Sar-e-Pul, Takhar, Wardak (Adm1). Herat (Adm2)."
2021-0453-AFG,2021,0453,FF-2021-000102,Natural,Hydrological,Flood,Flash flood,,,Afghanistan,AFG,Southern Asia,Asia,Kamdesh District (Nouristan province),,,,,,,,11286,Km2,,,,,2021,7,28,2021,7,29,260,,4200,,4200,,,,,,,92.59019293,2,,3680,Kamdesh (Adm2).
2021-0144-AFG,2021,0144,,Natural,Hydrological,Landslide,Avalanche,,,Afghanistan,AFG,Southern Asia,Asia,"Zarandab Village (Raghistan District, Badakhshan Province)",,,,,,,,,,,,,,2021,3,4,2021,3,4,20,,,,,,,,,,,92.59019293,2,,99998,Raghestan (Adm2).
2021-0164-AGO,2021,0164,,Natural,Hydrological,Flood,Flash flood,,,Angola,AGO,Middle Africa,Africa,"Viana, Cacuaco, Talatona, Belas districts and Luanda City Capital",Heavy rains,,,,,,,,Km2,,,,,2021,3,15,2021,3,16,8,,1770,,1770,,,,,,,92.59019293,2,,4298;4300,"Cacuaco, Viana (Adm2)."
2021-0238-AGO,2021,0238,,Natural,Hydrological,Flood,Flash flood,,,Angola,AGO,Middle Africa,Africa,"Cazenga, Cacuaco, Viana, Kilamba Kiaxi (Luanda Province)",Heavy rains,,,,,,,,Km2,,,,,2021,4,19,2021,4,19,14,2,8165,,8167,,,,,,,92.59019293,2,,4298;4299;4300,"Cacuaco, Luanda, Viana (Adm2)."
